KCAL	SODI	SUGR	FF	TFAT	PFAT	CHL	ATOC	ATOA	VARA	ACAR	BCAR	CRYP	LYCO	LZ	IRON	VB2	NIAC	FDFE	VB12	B12A	VC	VD	CALC	PHOS	POTA	COPP	CAFF	THEO	ALCO	MOIS	S140	S100	S120	M161	M201	M221	P226	P225
2659	5286	55.19	236	129.665	26.2335	400.85	8.56	0	441.5	7	396.5	32	7763.5	580	16.89	1.8605	34.1385	626	6.68	0	36	2.25	1087.5	1893	2473.5	1.064	0	0	0	1934.255	3.8025	0.7735	0.8835	2.073	0.66	0.037	0.039	0.0575
1673	1606.5	95.155	235	72.175	6.325	316.55	2.05	0	164	74.5	269.5	389	0	487	11.025	1.315	23.3335	299.5	8.675	0	235.9	2.3	689	1003	2785	0.8595	6.5	61.5	0	1380.415	2.117	0.0725	0.0825	1.9345	0.156	0.095	0.004	0.045
3440.5	7487.5	89.62	286	151.425	37.8755	504.5	13.835	0	602	41	635	53	8932.5	666.5	18.195	2.3005	44.6625	678.5	5.855	0	69	2.4	1283.5	2387.5	4063.5	1.7615	37	16.5	15.1	3502.04	4.9565	1.2675	1.3815	2.407	0.424	0.0095	0.0505	0.039
1594	2188.5	98.89	127.5	64.475	8.5305	231.3	4.205	0	524	41.5	459.5	84	1021.5	445	14.59	1.969	16.4535	424.5	6.27	0.99	31.15	6.3	1131	1166	2329.5	0.845	7.5	116.5	0	1136.38	2.7605	0.535	0.6665	1.152	0.2105	0.0085	0.0015	0.023
2266.5	2854	92.25	223	94.085	20.192	485.25	9.085	0	408.5	529.5	1921	163.5	8662.5	641	13.07	2.036	30.8685	375.5	8.645	0	40.7	5.6	967.5	1851.5	3603	1.392	90.5	12	0	3375.79	1.8915	0.4565	0.5375	1.704	0.35	0.009	0.1385	0.0465
2028.5	3221.5	128.67	477.5	63.675	15.226	322.7	10.08	0	962.5	295	7623.5	2699	4075	2636.5	14.875	2.0985	18.9795	531.5	2.755	0	114.5	4.65	1063.5	1613	3877.5	2.0385	144.5	59.5	0	3641.45	1.155	0.3125	0.5075	0.7515	0.1655	0.0015	5e-04	0.0085
1433	1843	69.98	263	24.45	7.511	302.8	6.61	0	506	1357	3309.5	475.5	6016.5	1754.5	9.45	1.621	22.762	454.5	2.72	0	223.8	0.2	351	958.5	3584	3.891	254	0	33.5	1962.165	0.5	0.1145	0.136	0.2465	0.142	0.01	0.5395	0.0125
2718	4204.5	120.44	568	116.65	23.4285	585.7	14.58	0	724	89	3386	278.5	4764	4292.5	16.87	2.716	38.956	818.5	4.38	0	224.15	2.75	1067	1933.5	4205.5	1.746	256.5	0	10.7	2747.35	3.518	0.8935	0.9255	1.8895	0.389	0.0475	0.0405	0.031
2242	3966	155.125	215	81.5	14.447	137.85	7.125	0	249	5	698.5	270.5	3917.5	767	12.725	1.8805	17.705	415	2.255	0	44.55	1.95	771.5	1168.5	2015	1.1845	0	0	0	2070.03	2.323	0.4375	0.587	1.7345	0.3825	0.075	0.001	0.0195
1653	2419.5	94.525	216	56.08	15.047	266.55	5.755	0	307	65.5	214	55.5	1013.5	428.5	15.54	1.662	25.3495	387	2.11	0	118.7	2.45	612	1005.5	2828.5	0.818	180	20.5	0	2106.425	1.768	0.528	0.5765	0.5295	0.179	0.015	0.0805	0.0105
1548	1321.5	158.145	52	54.755	9.7905	132.45	3.655	0.145	364.5	0.5	6	0	0	94	9.835	2.07	8.7575	103	0.935	0	98.55	0.5	482	721.5	1806	1.1635	75.5	272.5	0	1256.845	1.772	0.466	0.53	0.46	0.154	0.006	0.001	0.009
2062	2967	92.195	191	93.405	16.928	471	7.62	0	380	62.5	512.5	15.5	0.5	966	10.99	1.829	24.308	378	2.97	0.005	238.85	5.1	597.5	1221	2376.5	0.997	42	43	9.35	1643.12	2.0675	0.4485	1.9355	1.5685	0.5095	0.009	0.047	0.0195
2654	6111.5	58.86	140	128.415	21.6465	207.85	6.135	0	458.5	56	760	18	5913	518	16.745	1.9085	29.5465	490	2.785	0	33.5	1.85	1683	1871	1907.5	0.909	0	0	0	1875.935	4.944	1.05	1.1735	2.21	0.551	0.026	0.0025	0.025
2333	5257	97.815	263.5	99.305	22.348	412.05	7.79	0	973	294	5168.5	115.5	1255	5328.5	16.375	2.1445	26.1645	705	2.29	0	57.75	3.1	821	1308	2405	1.38	167	41.5	0	3156.895	2.418	0.5935	0.642	1.614	0.437	0.0165	0.0475	0.0285
2152.5	3770	87.515	192	82.155	19.927	324.6	6.26	0.07	825	39	731.5	55.5	3177	688	23.77	2.756	39.5355	776.5	9.8	4.2	141.9	11.25	1020	1508.5	2560.5	0.673	0	0	14.05	1248.275	2.8055	0.7035	0.864	1.35	0.346	0.01	0.1635	0.102
2557.5	4630.5	109.68	226	135.16	26.445	512.65	12.37	0	666	289.5	2104.5	1137	2524.5	1236.5	17.74	2.779	39.05	382.5	6.77	0	120.35	4.85	817	1751	3659	1.73	184	162.5	0	2312.775	3.073	0.5895	0.95	1.9715	0.362	0.0135	0.016	0.029
1375	2799.5	57.745	156	41.78	8.744	207.25	4.935	0	433.5	19.5	591.5	4.5	1351.5	508	4.84	1.732	14.728	306.5	3.98	0	8.3	7.5	872.5	898.5	1747.5	0.7035	262.5	51.5	22.3	3943.12	1.507	0.3545	0.4125	0.672	0.67	0.047	0.122	0.0345
3005.5	4225.5	151.07	214.5	135.435	33.973	245.8	26.06	0	314.5	7	423.5	0	12420.5	604.5	17.685	1.9925	42.6445	783.5	3.56	1.315	40.75	3	493	1456.5	3891.5	1.4125	147	128	0	3657.695	2.01	0.415	1.0985	0.961	1.09	0.0375	0.0055	0.0085
2822.5	4844	223.22	234.5	81.565	23.0285	321.7	26.245	16.785	2049	106.5	15782.5	231	51576.5	1321	28.095	2.458	34.7195	951.5	4.195	3.01	528.2	5.4	1211	1237.5	5833.5	1.6885	57	10	0	4950.615	2.0805	0.5175	0.553	0.775	0.315	0.109	0.0095	0.0065
1252	1715	104.745	77	36.505	9.2805	150.05	2.99	0	1082.5	2090	5132.5	41	1138	442	11.955	1.561	16.4665	507	5.29	2.145	40.65	5.1	774.5	865.5	1994	0.572	0	0	0	1748.005	1.22	0.2875	0.4355	0.5895	0.14	0.024	0.003	0.0125
2753.5	6332.5	43.59	210	151.175	25.242	518.9	10	0	1451.5	3660.5	9319	16.5	8532	1035.5	18.93	2.4935	36.5425	698	6.765	0	16	2.4	1364	1967	2767	1.6745	145	12	0	3440.625	5.134	1.177	1.288	3.023	0.7605	0.263	0.1585	0.13
2759	3775.5	104.7	231	82.66	13.839	455.25	4.05	0	272.5	24	290.5	3.5	2398.5	264.5	9.145	2.0815	53.5545	458	7.865	4.86	17.15	1.65	1006.5	1412	2339	0.9815	145	39	84.25	5116.755	2.751	0.6305	0.7805	1.4255	0.2355	0.046	0.051	0.0485
1501	2080.5	136.13	309.5	53.285	14.0145	192.15	5.98	0.03	601	740	4078.5	53	327	5442	11.89	1.323	14.2	337.5	0.94	0	111.5	1.85	715	1020.5	2689	1.775	80.5	218.5	0	3619.055	1.3395	0.404	0.4345	0.726	0.1395	0.064	0.0025	0.006
2430.5	3675	138.43	200.5	116.2	17.412	449.3	9.43	0	1058	43	1013	245.5	1025.5	2235.5	14.95	2.9995	29.17	574	6.32	2.165	55.5	7.3	1204	1718.5	2854	1.086	1.5	49.5	0	1930.43	5.792	1.5475	1.68	1.93	0.2615	0.0205	0.0295	0.0165
1481	2060.5	76.545	84.5	58.835	13.207	212.9	6.955	0	233.5	175	659	1.5	7604.5	147.5	9.5	1.1305	11.626	258.5	4.53	0	40	3.15	772	1101	1624	0.6615	2.5	48.5	0	681.325	1.952	0.459	0.876	0.6735	0.132	0.0035	0.0075	0.019
1389.5	1484	92.965	147	49.305	9.674	268.4	5.505	0.355	267	51.5	446	20	4569.5	524	8.305	1.771	14.588	314.5	3.36	0	48.9	6.15	1005	1064.5	2051	0.731	1	8	0	1378.095	1.613	0.5125	0.522	0.7835	0.1695	0.008	0.0265	0.0135
2722	4327	75.365	221.5	128.925	26.3975	279.35	12.53	0	676.5	147	951	233	2974	907	17.5	2.368	27.36	677	4.33	0.92	160.8	3.6	1688.5	1969	2889	1.1695	0	0	0	2670.63	3.606	0.857	1.0285	1.3215	0.7425	0.0345	0.002	0.032
2331.5	3090	123.455	164.5	81.945	18.0605	309	5.455	0	348.5	14	298	17.5	4141	252	9.385	1.7185	23.569	346.5	2.535	0	11.15	1.8	930	1288	2307.5	0.8995	129.5	115	38.6	2789.77	2.9535	0.724	0.806	1.0915	0.288	0.0175	0.004	0.014
1135.5	1504	54.01	124	43.58	8.038	79.85	2.805	0	508.5	1349.5	3252.5	0.5	0	396.5	6.14	0.6065	7.7055	286.5	0.74	0	12.25	1.5	359.5	600	1126	0.587	73	1	0	1058.985	2.8525	0.848	4.6665	0.286	0.046	0	0.0015	0.0015
2181.5	2945.5	99.675	189.5	82.965	17.8895	476.55	7.125	0	250.5	7.5	348.5	51	4613.5	825.5	12.28	2.315	26.6585	433	3.64	0	71.5	2.4	619.5	1359.5	2569.5	1.163	431.5	22.5	37.4	4898.635	2.0005	0.451	2.753	0.809	0.242	0.0035	0.038	0.0325
2105.5	3365	146.865	186	84.715	20.1665	396.95	6.24	0	695	310	1774.5	43.5	2893.5	859	14.935	2.7775	26.1015	545	3.405	0.925	26.25	4.65	952.5	1367	3116.5	0.9505	359.5	58	11.2	3053.64	3.109	0.7585	1.5625	1.1015	0.1955	0	0.05	0.036
1580.5	2275.5	118.15	75	49.33	9.601	215.4	15.605	11.115	422.5	41	437.5	26.5	3553	320.5	6.87	0.952	19.9055	328	3.125	1.465	98.55	2.85	724.5	889	1735	0.8165	214.5	0	9.3	3049.43	1.5625	0.404	0.4545	0.7645	0.159	0.004	0.022	0.0145
1803.5	3398.5	99.03	241	63.59	10.337	331.2	6.365	0	825	150.5	885	267	3406	1279	15.075	1.8895	23.744	456.5	6.34	0.69	63.35	7.35	1128	1404	2825	0.9955	15	23	0	1381.86	3.3415	0.805	0.9195	0.975	0.188	0.0165	0.173	0.021
1790	2681	103.54	332	52.825	11.0225	388	8.13	0	780.5	2479.5	6674	256.5	730.5	2725.5	16.31	1.82	19.8235	439.5	2.405	0	277.25	1.5	627.5	1016.5	3454	1.5935	166	184.5	20.65	3201.395	0.524	0.0865	0.0985	0.606	0.12	0.0155	0.0355	0.004
1973.5	2759.5	131.815	157.5	53.49	9.6435	269.2	4.13	0	590	226	726.5	6	6103.5	367	14.32	2.2505	18.712	552	2.655	0	34.2	5.65	1226	1276	2795.5	0.9305	193	0	0	1955.055	2.9045	0.7465	1.192	0.735	0.1145	5e-04	0.075	0.021
2898	3797.5	169.5	249.5	76.72	13.043	326.75	6.835	0	512	478	1713.5	1	15270	419.5	13.43	1.729	29.7075	668.5	2.91	0	20.2	2.15	1152.5	1441	2093	0.985	138.5	0	56.15	4088.255	2.645	0.5165	0.5305	0.9775	0.2885	0.026	0.002	0.014
3432	6162	73.21	212	203.925	45.753	710.1	16.56	0	538.5	267.5	688	17.5	3589.5	1081.5	18.395	2.605	29.707	417	6.375	0	48.7	4.5	1234.5	2027.5	3500.5	1.2855	203	0	0	4223.92	4.28	0.454	0.433	3.742	0.9505	0.043	0.1045	0.036
1714.5	2424.5	119.01	94	58.2	14.4675	153.9	6.965	0	228	49.5	532	33.5	6074.5	964.5	12.72	1.441	22.3795	424.5	2.705	1.19	104.25	2.35	502.5	778	1754.5	0.653	0	0	0	1376.61	0.751	0.0655	0.079	0.8935	0.2645	0.0785	0.0055	0.0145
1022	1330.5	44.905	88.5	48.78	10.812	208.35	3.43	0	323	97.5	914.5	11.5	1703.5	680.5	5.63	1.046	7.5655	243.5	2.345	0	7.65	2.4	491.5	588.5	969.5	0.403	141	5	4.75	1141.15	0.9875	0.222	0.306	0.4985	0.1235	0.005	0.0645	0.0075
1254.5	1820	44.475	108	70.115	19.6895	102.25	6.375	0	324	15.5	1214	53	1335	493	6.075	1.1865	9.833	318.5	0.415	0	47.55	0.65	331	503	1415	0.6765	199	80.5	0	1653.77	2.139	0.562	0.745	0.4385	0.17	0.014	0.003	0.01
3986	6475	216.36	340.5	161.83	42.801	534.45	13.345	0	886.5	130	5987	155	8749.5	1166	25.6	2.802	48.3185	473	4.135	0	267.5	5.1	1583	2479.5	4472	1.981	206.5	93.5	25.7	3856.5	2.4655	0.5545	0.6595	2.857	0.6045	0.015	0.04	0.0445
1849	3151	64.345	252.5	68.1	17.016	243.85	6.865	0	432	271.5	3330	24.5	3096.5	2658.5	13.785	2.973	28.045	673	2.39	0	20.9	0.85	697	927.5	2491	0.882	881.5	15.5	0	4142.34	1.9295	0.3575	0.377	0.994	0.176	0.0045	0.008	0.016
2223.5	4475.5	85.8	158	110.09	26.1745	467.35	8.195	0	291	0	271	10.5	2790	649	14.37	2.8435	32.1115	327	3.105	0	10.8	4.7	563.5	1376.5	2524	1.4725	416.5	159	7.95	4857.085	1.244	0.1585	0.1225	1.873	0.833	0.162	0.0845	0.055
1085	1921	45.115	95.5	55.415	10.8665	150.4	3.03	0	204	11	270	115.5	1683	190	5.545	0.7625	12.9295	213	2.615	0	55.5	1.55	539	669.5	1220	0.388	0	0	0	1063.81	1.7595	0.375	0.424	1.274	0.207	0.0195	0.0035	0.018
459	986	9.815	22	23.15	8.0215	38.7	4.285	0	29.5	0	353.5	0	11504.5	180.5	2.87	0.258	7.132	156.5	0.565	0	1.8	0	59	146	467.5	0.2725	55.5	0	0	763.1	0.11	0.0025	0.01	0.19	0.0875	0	0	0
601	776.5	29.48	104.5	15.415	4.8155	85.8	2.045	0	91.5	69.5	548.5	638	3281.5	214	2.935	0.633	11.894	174	0.25	0	86.85	0.2	208.5	322	1238.5	0.539	44.5	0	0	1266.78	0.246	0.054	0.441	0.338	0.0495	0	5e-04	0.001
1658	2325	122.805	82.5	51.315	12.052	169.65	6.47	0.055	706	707	2003	14.5	5434	526.5	21.405	1.6175	25.4325	1276	4.59	2.015	197.3	5.25	868.5	1008.5	1849.5	0.8055	2.5	77.5	0	1591.42	1.7105	0.4505	0.837	0.4605	0.197	0.0375	0.0025	0.0115
2111.5	3642.5	114.12	120.5	89.155	15.3365	236.9	4.435	0	435.5	6.5	236	63	680.5	212	12.19	1.871	18.9075	372.5	5.535	0	3.55	5.35	1247	1296	2245.5	0.8015	52.5	117.5	0	2057.525	2.807	0.506	1.4485	1.607	0.2735	0.0665	0.0045	0.0435
448.5	158	48.665	0	23.925	5.3625	103.7	6	5.99	405	0	0	0	0	3	8.12	0.672	4.7045	112.5	1.125	1.125	39.95	6.75	390.5	249.5	494	0.464	0	0	0	608.395	0.914	3.659	2.115	0	0	0	0.0745	0
2677	4379.5	51.245	321	131.125	27.179	584.4	9.52	0	627.5	229.5	2101	20.5	16808.5	1461	16.95	2.8585	27.0375	478	7.28	0	51.05	4.55	1174.5	1719.5	4374	1.3265	349	14	31.6	4561.835	4.4765	0.97	1.373	2.015	0.3525	0.021	0.063	0.0445
2836.5	5006	205.68	323.5	72.41	12.491	522.9	7.375	0.09	715	303	5032	75.5	10472.5	8667	18.895	2.6165	44.099	468	8.07	0	179.75	4.3	1234.5	2436	5252	1.691	31.5	154.5	0	3261.715	2.179	0.4515	1.5925	1.455	0.2075	0.0105	0.007	0.033
2481.5	4776.5	103.675	259	106.985	23.7425	274.05	10.88	0	851	1077	2854.5	5.5	9389	501.5	12.865	1.5365	32.4275	446.5	4.115	0	20.8	1.4	734	1381	2855.5	1.0415	75.5	0	19.05	3148.32	2.6185	0.5125	1.2655	1.3165	1.197	0.02	0.013	0.0265
1357	2971	67.565	151	48.59	11.7385	145.7	4.32	0	312.5	32.5	392.5	14.5	7638.5	501	11.125	1.1945	14.9915	342.5	2.18	0	43.55	2.05	598	740	1599.5	0.662	0	0	0	1211.82	1.17	0.219	0.2545	0.8205	0.179	0.011	0.0035	0.0075
3266.5	5047	412.445	168.5	65.835	15.79	351.9	8.985	0.42	627.5	65.5	1195.5	16.5	19243	1123.5	18.785	1.941	32.103	601	3.375	0.6	284.1	2.7	909	1520	3266.5	1.0215	207	0	0	3829.8	1.5555	0.3515	0.4185	0.8975	0.294	0.0365	0.043	0.0245
2186.5	3556.5	156.01	174.5	79.14	19.0925	338.65	6.63	0.1	618.5	2.5	513.5	25	9373.5	612	11.46	2.1635	19.483	523	4.975	0.48	114.25	7.3	1110	1379.5	2525.5	0.862	1	15	0	1367.29	2.4125	0.4175	1.608	1.278	0.2575	0.0585	0.0335	0.022
856	1346.5	25.245	63	46.115	11.1505	145.8	5.23	0	86.5	24	290	7.5	3623	293.5	3.915	0.8635	16.534	76.5	8.64	0	25.45	19.1	209	532.5	1455.5	0.4105	123.5	17.5	0	1440.15	1.5755	0.259	1.81	0.964	1.1975	1.521	1.719	0.252
1866.5	3411	51.23	294.5	74.745	15.0555	164.9	7.045	0	814.5	1012	2860	60	3928	840.5	14.795	1.877	21.422	450.5	3.09	0	35	5.95	1979	1716	2266.5	1.4085	98.5	7.5	0	2469.48	2.7915	0.7545	0.881	0.5205	0.336	5e-04	5e-04	0.0135
1089	1288	83.33	198	16.78	6.8215	110.2	2.8	0	290.5	75.5	2883	609.5	31126.5	813.5	8.895	0.8165	10.541	338	1.37	0.705	80	1.45	670.5	791.5	2062	1.1065	0	0	0	2909.07	0.227	0.0845	0.0795	0.0735	0.0405	0.004	5e-04	0
1932.5	3806	80.81	337.5	57.03	9.662	359.75	17.84	12.825	576	35.5	991	57	206	1282	18.435	4.3445	48.6345	566	14.545	6.135	103.3	3.45	813.5	1961	3688.5	1.449	69.5	0	0	2762.75	1.027	0.0805	0.0755	1.175	0.2045	0	5e-04	0.0175
1824.5	3349.5	31.93	182	89.225	19.0535	363.85	10.06	0	530	423	4180	10	0	685.5	11.92	1.8805	20.1225	424	2.125	0	69	4.3	577.5	1030	2334	1.04	183	103	19.1	2549.615	0.956	0.1565	0.1625	1.3605	0.395	0.0015	0.0375	0.007
1735	2714.5	77.725	79	87.13	9.542	219.5	2.85	0	378.5	3.5	168.5	1.5	1650.5	89.5	8.895	1.8	13.783	285.5	4.06	0	13.05	2.75	1123.5	1198	1638	0.5005	99.5	13.5	0	1619.69	4.2675	0.7655	1.0455	1.5565	0.2205	0.0075	0.0375	0.015
1967.5	3199.5	81.08	150	75.07	16.1625	457.25	15.885	0	364	2	746	107	9185.5	728	10.79	0.97	24.2035	383	4.315	0	28.2	0.65	774.5	1513	2133.5	1.3985	67.5	0	0	2261.83	0.7245	0.162	0.215	0.7805	0.3	0.0075	0.3255	0.0335
1954	3230.5	102.17	435.5	97.81	43.4655	304.8	16.855	0	871	725	8661.5	804.5	3631.5	12771.5	11.71	1.0585	14.568	484.5	2.415	0	269.15	6.05	1212	1114.5	3086	1.4695	0	0	0.95	3522.835	0.19	0.0185	0.042	0.316	0.2815	0.0165	0.1535	0.05
1342	2457.5	56.18	118	58.15	16.208	185.15	7.255	0	297.5	186.5	1725	19.5	3563.5	518.5	8.115	0.7925	12.1345	277	1.995	0	56.65	1.15	482.5	724.5	1426	0.781	2	48	0	786.1	1.366	0.2915	0.332	0.603	0.223	0.064	0.0075	0.0145
3742.5	6443	275.955	255.5	171.13	34.268	460.35	16.8	8.245	590.5	13	643.5	37.5	6860	296	17.76	2.1265	55.9215	612	9.115	0	53.9	4.25	1469.5	2187.5	2921.5	1.1415	384	123.5	0	3172.265	5.595	1.0175	1.1825	3.4085	0.6705	0.103	0.0255	0.0605
1538.5	2554.5	92.685	61.5	69.565	19.5315	212.9	5.435	0	322.5	3	137.5	20	557	377	6.08	1.14	10.8875	242	1.67	0	9.1	1.65	564.5	790	893	0.4605	117.5	3.5	0	2089.675	2.0015	0.4495	0.4775	0.883	0.2055	5e-04	0.0255	0.014
700	206.5	79.59	0	35.72	6.9225	168.1	6.215	6.215	636	0	0	0	0	0	12.15	0.9835	7.3575	178	2.31	2.31	76.55	10.5	892	495	756	0.6085	0	0	0	930.175	1.3865	0.397	3.172	0.0995	0.0935	0	0.0935	0
1523	2426	68.56	172	70.395	24.138	202.4	6.78	0	256.5	6	903.5	293	8288.5	870	8.925	0.9255	11.8485	300.5	2.14	0	18.85	0.4	381	772.5	2133	0.9245	129	45	0	2405.38	0.579	0.0395	0.0455	0.673	0.223	0.0175	0.026	0.013
3157.5	5307.5	74.805	455.5	173	26.9875	1017.2	13.575	0	1225.5	66	5467	1587	15302	1471.5	26.07	3.805	51.5365	663.5	8.41	0	439.3	5.25	927.5	2479	5194	3.1175	216.5	22.5	0	3600.535	5.171	1.255	1.7475	3.726	0.501	0.015	0.132	0.0615
2055.5	3853.5	70.32	222.5	107.825	25.7975	233.25	13.265	3.43	575.5	50	1333	31	3744.5	844	14.28	1.569	19.2885	511.5	1.725	0	36.3	2.3	1103.5	1194.5	1724.5	1.0615	5	112	0	2285.5	3.595	0.991	2.163	0.962	0.3105	0.018	0.022	0.023
2313.5	3613.5	158.225	182.5	93.38	19.3265	526.55	7.455	0	434	1	2160.5	278	15801	956	14.02	1.891	32.5895	278	5.93	0	80.75	2.65	856.5	1465.5	2897	1.0925	75	157	8.15	2771.855	2.2995	0.3605	0.5305	1.5675	0.2445	0.0495	0.0455	0.029
1593.5	2030	106.245	103	69.3	14.854	148.4	3.155	0	245.5	397	1061.5	2.5	2052	328	8.325	1.0925	14.632	256	2.97	0	9.5	0.6	317.5	592	1067.5	0.424	169.5	37.5	0	1066.09	2.262	0.464	0.7785	1.041	0.17	0.066	0.007	0.0185
1645.5	2311.5	139.575	116	42.415	8.9135	263.35	10.255	7.855	1058.5	17.5	227.5	23.5	1285.5	212.5	27.775	3.827	32.3925	1763.5	18.64	12.18	48.9	12.15	1726.5	1414.5	2449.5	0.608	355.5	8	0	3502.64	1.3965	0.2685	0.3015	0.5865	0.1365	0.0655	0.0025	0.011
1392	2864.5	62.785	164	55.195	15.962	145.9	9.31	0.67	403	590	3022	11	15331	557	10.295	1.1085	19.7845	386.5	1.075	0	70.65	0.6	734	936	2041	0.8245	7	135	0	1599.8	1.2795	0.316	0.6385	0.427	0.5155	0.069	0.01	0.0105
1831.5	2588	84.16	154	57.065	18.6875	127.25	6.305	0	78	18.5	606.5	32.5	12316	995.5	12.075	0.783	19.5335	481	0.505	0	164.4	0.4	770.5	825.5	1788.5	1.121	4.5	36	0	1516.57	0.665	0.161	0.1755	0.305	0.203	0.012	0.002	0.0035
1833	3368.5	105.285	98.5	77.065	11.392	276.05	7.515	0	617	3.5	151	41.5	1397.5	736	22.705	2.4845	25.5125	556.5	7.9	3.735	23.4	6.7	804	1146.5	2001.5	0.6895	104.5	113	0	1965.2	2.3035	0.5185	0.7755	0.9555	0.232	0.023	0.032	0.022
2042.5	2530.5	117.6	284	106.995	33.2325	276.85	11.805	0	886.5	52	4901.5	55	8153.5	7883.5	12.03	2.016	22.5095	397.5	4.37	0.8	96.8	5.95	1045	1372.5	3032	1.4745	82	49	0	3106.205	1.7685	0.426	0.5895	0.947	0.4865	0.0355	0.008	0.0155
2051.5	3095.5	122.615	78.5	114.995	23.519	192.65	7.06	0	536.5	548	1817.5	53.5	9077	326.5	6.83	1.1015	11.367	187.5	3.075	0	8.3	1.7	1006.5	1150	1272	0.594	71.5	92.5	0	1402.04	4.2715	0.9595	1.2155	1.637	0.2835	0.034	0.0075	0.0205
2179.5	2687	209.06	110	77.29	15.64	230.2	6.66	0.175	340	7.5	239	30.5	1531.5	534	12.1	1.6905	15.792	310	2.34	0	147.25	4.6	959	1140	2622.5	1.0485	13	134	0	1104.495	3.1985	0.752	1.0375	1.0615	0.1865	0.036	0.017	0.0125
1494	1951	98.255	85.5	52.4	10.891	170.05	4.935	0	310.5	5	401.5	27.5	1980.5	561.5	7.76	1.408	13.6475	226	2.16	0	19.15	3.5	853	1061	1518.5	0.7945	6.5	84.5	0	1625.065	2.0765	0.529	0.6015	0.571	0.2105	0.0035	0.0055	0.0105
2458	5233.5	102.77	236	84.175	17.439	338.8	9.03	0	1007	1206	6205	3702.5	6605.5	3049	16.03	1.895	27.225	697.5	8.025	0	95.15	3.25	1288.5	1708.5	3444.5	1.5285	140	10.5	0	3357.205	2.614	0.611	0.717	1.427	0.4435	0.019	0.1385	0.0275
1613	1996	93.805	47	59.435	12.3435	68.1	5.575	0	171	3.5	392	29.5	4200.5	223.5	10.01	0.9515	13.224	389.5	1.82	0	21.9	0.05	556	741.5	843	1.0035	42.5	2	0	1585.685	1.0805	0.258	0.355	0.331	0.2095	0.008	0	0
1188	2033.5	47.26	95.5	43.35	14.099	103.45	4.98	0	111	76.5	333.5	16.5	276	415	10.985	1.1825	18.8075	804.5	0.75	0	12.15	0.95	462	711.5	1060.5	0.6185	6	57.5	0	1222.325	0.393	0.101	0.348	0.26	0.1795	0.0535	0.002	0.005
3204	6517.5	179.64	412	109.06	23.076	479.8	9.325	0	561.5	283	1515	361	2117.5	1460.5	23.25	5.4645	74.6185	1446.5	10.825	6.375	90.65	2.25	1199	2073.5	3421.5	1.164	162.5	0	13.05	2815.525	4.382	0.59	5.0605	2.3185	0.199	0.001	0.0055	0.012
1226	2142.5	82.57	101.5	31.07	3.8855	102	2.31	0	129	2	516	19.5	7565	257.5	10.355	1.083	28.8725	449	10.63	9.03	10.65	0.65	771.5	480.5	1015.5	0.51	0	0	0	1532.21	1.349	0.241	0.3105	0.8145	0.087	0.0025	0	0.012
1537	2716	74.645	164	50.84	13.9765	488.7	5.64	0	1034.5	709.5	1981	23.5	2051.5	1287.5	21.33	2.398	20.9855	782	5.955	2.015	70.95	8.35	970	1338.5	2127.5	0.7645	0	0	0	1199.135	1.287	0.377	0.4015	0.589	0.141	0.005	0.0765	0.016
3352.5	3829.5	243.95	342	123.01	24.6925	290.9	14.285	0	1090.5	70	579.5	205	1306.5	1380.5	34.775	3.988	48.566	1304.5	11.53	7.515	158.95	12.15	2090.5	1897.5	3941	1.756	76	156	0	6035.965	3.9075	1.022	1.1595	1.504	0.531	0.0395	0.002	0.017
1002	2126.5	47.015	41	43.13	5.5185	114.55	3.765	0	143	4.5	293	2.5	5782.5	168.5	6.74	0.74	10.0665	181.5	2.75	0.015	17.4	0.1	447.5	660	858.5	0.5655	3.5	40	0	976.655	1.631	0.3765	1.0065	0.6475	0.1025	0.002	5e-04	0.0095
1838	3223.5	57.26	213.5	75.635	19.4075	399.35	8.815	0	746	888.5	3647.5	17	9265.5	1131	13.72	1.843	18.4445	527	1.695	0	56	3.75	492	938	2228	1.29	63.5	4	0	3116.18	1.8165	0.5705	0.7675	0.754	0.2245	0.001	0.071	0.0095
652.5	1592	22.175	134	25.25	5.6245	244.15	3.515	0	394	771	2485	30.5	1563.5	1448.5	6.31	1.072	6.8315	159	1.205	0	47.8	1.2	362	476.5	1479	0.6695	0	0	0	1642.95	0.5855	0.1305	0.145	0.3675	0.1005	0	0.029	0.0085
2965.5	3891	169.39	313	87.74	18.044	363.85	13.115	0	701.5	16	2972.5	0.5	2629.5	6478	51.535	4.8155	40.274	1519.5	7.08	3.28	34.95	5.3	1268	1995.5	4709	1.7565	881.5	103.5	0	3724.95	2.78	0.6745	3.037	0.5705	0.376	0.0235	0	0.004
1580	2174	154.175	68.5	61.745	11.83	144.05	4.365	0	113	46	350	0	6492	226	7.255	0.7225	13.0335	196	2.03	0	17.25	0.15	304.5	606	1195.5	0.665	128	23.5	0	2069.555	0.833	0.142	0.442	0.655	0.281	5e-04	0.003	0.0065
3448	7485.5	128.24	291	155.155	37.5695	477.35	16.665	0.025	565	70	581.5	46.5	9463.5	2018	19.015	2.4495	54.298	735.5	5.95	1.48	97.7	2.15	1215	2292	3731.5	1.342	2	16.5	0	1829.615	3.785	0.836	1.6125	2.556	0.7025	0.0485	0.0395	0.047
