KCAL	SODI	SUGR	FF	TFAT	PFAT	CHL	ATOC	ATOA	RET	VARA	ACAR	BCAR	CRYP	LYCO	LZ	IRON	NIAC	FDFE	ZINC	B12A	VC	VD	CALC	POTA	CAFF	THEO	ALCO	MOIS	S140	S100	S120	M201	M221	P226	P225
2042.5	4135.5	86.505	88.5	81.755	26.6885	295.7	13.975	8.78	1198	1335.5	195	1540.5	11.5	716.5	908	20.005	29.907	750.5	17.11	0	102.55	9.1	1135.5	2369.5	0	0	0	1900.9	1.6525	0.3095	0.3545	0.2835	0.0455	0.0065	0.02
4065	6134.5	160.495	386	179.815	45.665	547.9	17.005	0	578.5	1056.5	1690.5	4812.5	59	10002.5	1545.5	27.845	44.136	1076	19.885	1.72	94.85	4.55	1176.5	4696	174.5	67	0	2612.96	3.2425	0.711	0.7525	0.6815	0.0135	0.035	0.0355
1546	2420	83.625	173.5	55.1	12.612	290.8	8.245	0.665	283	460	330	1869.5	182	10314.5	930.5	11.16	18.06	401	7.765	0	90.4	3.2	472.5	2289	37.5	3.5	0	1503.805	1.4665	0.356	0.837	0.1465	0.004	0.0275	0.0075
1666	2799	78.08	171.5	74.74	15.829	591.75	9.67	3.17	821.5	869	32.5	515	108	2475	1780.5	14.38	20.558	483.5	10.68	1.42	111.1	8.65	1095	2410.5	43	3.5	0	1736.055	1.4605	0.247	0.271	0.336	0.101	0.0985	0.033
2280	4024	104.665	235	110.275	41.2845	399.85	17.43	0	170.5	525	1013.5	3711.5	37.5	8220	2842	13.15	30.7285	353	7.01	0.82	170.5	10.05	508	3413	8.5	4	0	1955.33	0.7575	0.1635	0.5835	0.7615	0.0245	0.353	0.2365
3081	4464	123.58	144.5	169.965	14.8745	400.7	4.64	0	1169	1192	1	278	3.5	1	92.5	9.93	25.2235	278.5	22.07	0	40.65	5.35	3184	2795	331	57.5	9.35	4918.585	13.8105	2.7915	2.741	0.2445	0.0355	5e-04	0.0335
1512	3705.5	93.205	198	38.085	9.355	273.5	4.065	0	127	505.5	84	4505	7	1664	552	9.595	13.3125	567.5	6.49	0	82.05	1.75	467	1653.5	74	2.5	0	2632.285	0.3175	0.078	0.09	0.1415	0.002	0.0415	0.0075
2871.5	3528.5	105.96	363.5	98.1	27.912	587.1	12.305	0	295	373	43	901	63	3732	1121	15.94	25.8935	617	11.07	0	61.15	5.9	719	2523	0	0	64.8	2806.18	1.2	0.2155	0.26	0.4155	0.0675	0.241	0.055
1296.5	2173.5	46.785	200.5	55.59	9.128	141.8	4.78	0	222.5	452	178	2539.5	268	2853	1753.5	6.945	12.658	255	7.655	0	120.75	1.5	949.5	1903.5	49	0	0	2703.87	2.327	0.62	0.933	0.115	0.003	0.0015	0.015
2723.5	4748	115.09	164	100.815	25.04	272.45	13.09	0	672	722	22.5	547.5	47	6173.5	928.5	22.575	36.9685	863	11.635	1.2	18.2	4.05	1435	2301.5	1	11.5	0	2730.315	1.74	0.2785	0.327	0.3235	0.0235	0.0685	0.0145
2013	2795	138.345	104	85.635	14.692	138.95	4.63	0	155.5	168.5	0.5	154.5	2	2614	57	8.86	19.142	414	4.765	0	2	0.75	612	938.5	48	0	0	1209.825	1.926	0.4155	1.585	0.3415	0.0175	0.011	0.0185
1747	3485	63.36	226	75.84	25.2765	267.2	8.9	0.08	162.5	297	97	1527	57.5	4338.5	918.5	9.855	26.388	429.5	6.005	0	152.35	9.75	679.5	3087.5	210	0	0	2371.21	2.1745	0.5415	0.608	0.332	0.026	0.27	0.1445
1699	2534	115.525	94	65.825	16.9665	171	9.705	0	486	540	104.5	577.5	39	379	670.5	13.605	26.045	370	5.78	2.18	55.3	6.7	1217	2114.5	11	92.5	0	1326.61	1.8375	0.487	0.816	0.31	0.012	0.0035	0.012
623.5	310	59.44	8	28.47	5.59	126.35	7.045	6.78	444.5	450	10.5	58	0.5	702	82	18.295	8.4905	201	8.555	1.99	65.15	8.6	616	693.5	0	0	0	764.4	1.103	0.3085	2.3415	0.0775	0.026	0.075	0
2056.5	2974	85.445	278.5	92.835	22.042	469	6.59	0	179.5	570.5	795	4299	10.5	1797.5	3807	14.99	34.5955	439	16.09	0	43.95	1.65	614.5	3349	365	62	0	4766.07	1.911	0.309	1.173	0.202	0.006	0.033	0.0325
1391.5	1984	63.61	218	54.4	18.1965	128.25	8.735	0	79	172.5	141.5	1030.5	55.5	5057	663	9.34	12.602	278	4.81	0	63.9	0.7	413.5	1845.5	0	0	0	1148.065	0.622	0.1465	0.148	0.254	0.015	0.0015	0.001
3820.5	5508.5	138.65	298.5	201.11	57.2255	538.85	23.825	0	885	916.5	22.5	338	11.5	4413	1404	47.64	44.2195	1781	27.665	4.175	29.05	8.6	1771	3060	0	0	0	1368.53	4.2845	1.0835	2.127	0.6345	0.045	0.058	0.0365
3024.5	4000	234.995	255.5	115.02	28.46	507.6	11.95	0	454.5	505	18	514	213.5	5695.5	658.5	11.765	38.2575	413	14.695	0	56.6	21.35	1215.5	3176.5	141	120.5	0	2152.09	3.0025	0.658	1.219	1.5035	0.0705	0.5635	0.115
2259.5	3349	95.88	101	109.515	24.886	335.2	7.01	0	357.5	369.5	1.5	150	12	653.5	295.5	6.975	30.2425	155.5	7.43	0	15.9	2.75	1017	2407	37.5	26.5	0	2683.685	3.689	0.8405	0.808	0.4675	0.0395	0.022	0.0205
798	857.5	66.925	84	24.545	4.3505	146.55	2.73	0	195.5	236.5	77	337.5	237.5	4299.5	357.5	4.685	9.567	156	5.54	0	94.05	4	687	1444	3.5	37.5	0	831.835	0.8965	0.2095	0.2425	0.058	0.0045	0.0015	0.0085
1593	1995.5	85.015	278	60.85	18.496	264.9	9.215	0	255	2549.5	328	27260.5	233	10877	8615.5	13.135	23.128	401	6.425	0	138.4	0.95	532.5	3129.5	4	31.5	0	1675.625	0.59	0.1455	0.1575	0.3615	0.0275	0.0245	0.014
1357	1726.5	107.42	84.5	65.525	17.2565	233.85	6.67	0	161	235.5	35	849.5	56	1751	1552	5.035	12.8275	112.5	5.31	0	13.6	2.95	487	1381.5	20	13.5	0	1112.465	0.636	0.122	0.143	0.2775	0.013	0.031	0.014
2731.5	4179	111.245	313.5	124.665	42.2585	308.3	16.435	0	210.5	733.5	1381	5553.5	104.5	30663	3011.5	14.29	27.855	618.5	12.65	0	60.15	5.45	1212.5	3951	11.5	1.5	0	2000.9	1.87	0.307	0.581	0.7585	0.084	0.0045	0.0175
2102	3848.5	101.965	444.5	52.705	14.851	195.35	6.195	0	307.5	502.5	700.5	1975	9.5	3133	627.5	19.055	14.67	989	7.98	0.26	52.3	2.85	722.5	2453.5	150.5	31.5	0	2951.56	1.4955	0.4015	0.5845	0.1815	0.0365	0	0
993	1544.5	55.615	309	35.325	7.4635	227.15	5.785	0	196.5	503	809.5	3259	24	3	2772	6.67	12.9055	314	4.965	0	223.5	11.6	670	2724	252.5	3	7.95	3244.575	1.2775	0.2905	0.3505	0.4325	0.039	0.277	0.041
2284.5	4505	67.26	287	110.06	28.776	549.25	13.44	0	268	1388	4047.5	11403	30.5	3379	1719	13.63	27.1015	467	9.185	0	39.8	3.9	777.5	3448	408	1.5	14.05	4248.25	1.572	0.375	0.373	0.5685	0.047	0.057	0.025
2314.5	3548.5	71.83	148.5	115.745	41.2845	275	7.71	0	207	308.5	55.5	1132.5	87.5	2192	571.5	10.96	20.129	326.5	8.065	0	51.45	3.4	977.5	2146.5	24.5	18	31.7	2392.305	2.0815	0.418	0.4965	0.44	0.077	0.0715	0.0265
3312.5	5266	137.185	412	123.585	29.3855	597.35	14.545	3.705	557	886.5	106.5	3815	154	8448.5	2245.5	27.905	36.873	1138	18.025	0	162.2	5.6	1627	4876.5	249	63	28.05	4348.895	3.545	0.842	0.8435	0.3685	0.019	0.191	0.0515
306	431	18.395	17.5	9.675	3.841	14	1.88	0	40	47	16	81.5	0	1	48.5	1.655	2.1105	30	0.82	0	5.2	0.2	98.5	305.5	1	0	0	875.26	0.0325	0.0065	0.0115	0.041	0.001	0	0
1581	2791	99.94	70.5	62.46	15.8915	151.75	7.4	1.63	550	630.5	12.5	938.5	36.5	9426.5	833	18.155	26.4415	553.5	6.19	3.54	50.45	6.45	797.5	1420	2.5	19.5	0	1064.435	1.8205	0.467	0.6265	0.148	0.02	0.0035	0.0115
2625	3791.5	154.895	271.5	95.345	23.6645	262.85	11.135	0.07	438.5	528	256	957.5	6.5	11500	362	14.305	21.1715	706	8.665	0	64	6.45	1039.5	2834	220	48	0	2519.42	1.958	0.4935	1.2095	0.2845	0.0115	0.0115	0.009
2169	5906	50.47	190	74.94	12.106	498.4	6.4	0	260.5	437.5	204	2011.5	21	2996	954	14.48	29.709	489	13.445	0	66.8	3.75	592.5	2945	14.5	0	0	2504.545	1.604	0.32	1.1375	0.2565	0.014	0.053	0.0155
3138.5	6270.5	193.925	299.5	111.44	23.831	368.35	9.45	0	333.5	600	240	2916	332.5	11998.5	2402	19.74	60.272	618.5	13.935	6.375	173.85	3.05	1516	4423.5	190	17.5	0	3789.255	3.143	0.7415	2.012	0.3135	0.003	0.0045	0.02
2359	4210.5	121.995	229.5	102.88	21.852	488.25	6.425	0	352	427.5	29.5	870.5	9	1079.5	844	13.47	27.296	444	15.705	0	38.9	3.75	1118	2081	118	19	0	1994.935	3.0085	0.5665	0.609	0.316	0.0145	0.0725	0.0375
2278	3080	182.28	106	88.81	28.6665	433.1	7.79	0	156.5	170	14.5	106	102.5	4.5	650	8.085	30.56	185.5	10.25	0	43.6	1.65	329.5	1881.5	225.5	72.5	0	1790.995	0.483	0.0375	0.0615	0.2465	0.0255	0.1295	0.0595
1886	3394	114.39	165	73.815	13.3745	247.6	5.05	0	246.5	355	85.5	1187	166	9265	640	10.07	17.2595	252.5	9.83	0	69.9	4	995.5	2604	57.5	0	0	2193.07	1.8795	0.3845	0.572	0.3015	0.021	0.006	0.011
1624.5	3011.5	75.755	135	57.43	14.635	122.15	7.17	0	226	807	39.5	6950	3	10203.5	2954.5	10.225	13.36	431	5.12	0	22.75	1.25	812	1384	33	0	0	1730.745	1.563	0.347	1.0485	0.243	0.017	0.008	0.016
1982.5	2934.5	91.46	112.5	93.815	26.234	215.7	9.625	0	191	216	11.5	282	2.5	3443	257.5	9.92	24.351	367	7.805	0	14.9	0.35	377	1550.5	0	0	0	1174.67	1.5465	0.3275	0.3925	0.438	0.012	0.016	0.03
1679	2539.5	72.525	101	72.945	17.49	147.75	12.49	6.93	519.5	531	10	142.5	18.5	0	150	16.725	18.791	557	6.355	1.88	49.85	3.8	616.5	1786.5	5.5	7.5	0	1522.505	1.9435	0.542	2.307	0.1975	0.019	0	0.0095
1463.5	2069	107.885	609	40.605	12.3435	188.5	10.895	0	30.5	1219.5	439.5	13884	311	3573.5	22331	18.895	12.111	672	6.275	0	297.45	0.55	777.5	3880	0	0	0	2378.46	0.2045	0.001	0.036	0.059	0.0135	0.007	0
6079.5	13393	108.33	615	220.185	54.941	1607.25	30.51	0	941.5	1066.5	63.5	1415.5	83	20272	1022.5	67.95	110.5315	1282	251.495	4.78	108.5	18.25	2054.5	7079.5	61.5	0	89.35	6561.23	5.287	1.109	1.9665	2.1635	0.136	2.148	0.2475
2126	4356	64.33	114	79.13	15.3435	378.6	9.435	0	513.5	592	67	817	224	6527	668.5	20.84	41.467	758.5	12.675	1.325	53.15	6.45	1204.5	2941.5	1	27.5	0	4060.47	1.698	0.3985	0.4925	0.5045	0.0315	5e-04	0.0065
2309.5	3732.5	170.7	201.5	85.53	19.9715	340.4	6.195	0	85.5	160.5	50.5	685.5	340.5	1185	944.5	9.615	37.8575	373.5	11.405	0	195.8	2.65	589.5	3219	85.5	0	0	2149.65	1.095	0.153	0.1745	0.5755	0.0495	0.005	0.0335
409	217	42.415	65	13.125	7.748	28.45	2.35	0	0	104	13.5	1175	138	7367.5	155.5	2.42	1.9875	65	1.54	0	51.95	0	209.5	569.5	0	0	0	1705.395	0.02	0.0015	0.0085	0.0825	0	0	0
709	235	73.615	11.5	32.895	6.43	148.3	8.69	7.61	462	744.5	916	2920	32	709	105	14.545	7.872	170.5	5.475	1.61	65.75	9.1	607.5	896	0	0	0	903.04	1.2545	4.146	2.422	0.0035	0.001	0.086	0
2203	4043	228.125	130	65.365	18.956	293.85	6.96	0	307	355	125.5	459.5	119.5	13.5	678.5	9.045	18.555	378.5	5.055	0	68	4.15	699.5	1830.5	241.5	51	14.4	4827.465	1.001	0.246	1.3215	0.2405	0.0115	0.038	0.01
1325.5	1623.5	69.03	182.5	44.14	9.6285	213.6	6.185	1.195	329.5	476.5	70	1708	7	134.5	3503.5	18.375	13.345	506.5	7.395	1.41	49.75	6.2	891	2068	1.5	31.5	0	1246.765	2.323	0.644	1.8645	0.106	0.002	0.0155	0.0125
1259.5	1548	86.31	83.5	49.59	9.1995	214.45	8.385	4.645	499	1018	1764.5	5295	104.5	637.5	793	11.105	16.802	276	9.155	1.235	136.8	2.95	552	2198	3	67	0	1939.705	2.3975	0.6165	0.964	0.1415	0.0085	0.0075	0.02
2745.5	4698.5	60.38	204.5	141.275	30.726	357.3	13.78	0	352.5	497.5	25	1676.5	93	19093	1342.5	19.38	43.6935	837	16.09	0.675	66.75	1.65	497	3014	291.5	51	0	3227.955	3.6165	0.6035	0.727	0.575	0.0525	0.008	0.0185
1588	3114.5	54.03	281.5	71.14	12.4935	314.05	4.23	0	236	274.5	8.5	453	5.5	5359.5	796	11.96	18.4415	503	11.175	0.435	34.55	2.6	731	1935	232	6	0	1342.955	2.1285	0.346	0.396	0.26	0.0045	0.0305	0.031
3897.5	4878	122.44	652.5	127.755	37.988	736.95	12.155	0	406.5	467.5	39	669	66.5	10751	697.5	24.04	34.348	928	16.875	0	56.25	11.6	1401	4062.5	13.5	106	70.2	3316.915	1.9905	0.4075	0.478	0.3805	0	0.2245	0.1065
2421	4149.5	128.35	151.5	100.52	22.814	236.1	6.4	0.08	333.5	398	135.5	701	20.5	1450.5	640	16.235	19.8505	382	9.22	0	75.65	3.1	894.5	2321.5	12	150.5	0	1775.38	2.231	0.368	0.4325	0.31	0.055	0.003	0.0155
1987	3608.5	84.895	159.5	78.875	19.0665	244.35	6.46	0	670	758.5	1	1051	10	5577.5	1727.5	23.655	31.051	912.5	9.325	2.9	91.4	3.05	853	1823	0.5	19.5	0	1144.2	2.2655	0.5435	0.6275	0.3545	0.0255	0.0105	0.027
3149.5	5801.5	129.51	284	159.615	34.1285	564.1	12.515	0	449.5	500	23	586.5	7.5	12092.5	688.5	18.25	43.4315	644	15.955	0	21.2	2.35	1403	5258.5	2087.5	85.5	0	6157.24	3.7005	0.8155	1.0075	0.531	0.033	0.0395	0.0365
1585	2586	117.275	64	63.47	12.148	140.85	3.595	0	456	474.5	23	200	14	2567.5	255	8.825	19.956	411	7.295	1.865	46.85	4	735	1573	166.5	52	0	2250.395	1.951	0.4225	0.807	0.249	0.0105	0.0065	0.0265
1999.5	3981	73.935	185.5	84.26	16.544	481.6	6.52	0	723.5	753.5	0.5	381	23	5977	942.5	22.57	32.4895	1808.5	20.465	0.3	10.8	8.8	2265.5	2383	2.5	18.5	0	7408.09	3.3655	0.8295	1.554	0.2455	0.0085	0.072	0.042
2518.5	5059.5	130.79	165.5	103.78	34.449	510.45	7.43	0	774	851.5	0	898.5	57.5	4014	589.5	13.69	29.507	540	11.89	0	30.1	5.6	1147.5	2170	33	0	0	1373.8	2.605	0.5575	0.978	0.375	0.0315	0.049	0.035
1553.5	3418	138.355	304.5	44.755	13.199	297.7	9.15	0	580.5	1659.5	21.5	12953.5	5.5	8255	23174	21.69	25.561	1119.5	14.585	3.25	72.95	7.05	1190	3041	45.5	28.5	0	2820.575	1.0115	0.26	1.0985	0.13	0.005	0.02	0.0045
1236	2490	79.995	274	37.08	8.751	264.95	4.84	0	352.5	568	61.5	2502	109	1785.5	1913.5	13.415	12.1275	464.5	5.82	0.745	130.75	4.75	935.5	2255	0	0	0	2237.8	1.05	0.2405	0.259	0.0915	0.004	0.025	0.0065
871.5	966	65.37	104.5	22.155	6.54	139.3	2.265	0	417.5	476	20	564.5	231.5	6923.5	390.5	12.675	11.191	565	7.85	1.88	76.15	5.85	829.5	1685	0	0	0	1343.365	0.8015	0.2115	0.2475	0.0545	0.0035	0	0.003
3255.5	3854	206.215	172	151.305	44.8865	390.7	11.99	0	433	467.5	24	380	22	2123.5	773.5	18.695	18.9585	469	11.865	0	63.55	8.95	1933.5	3250.5	19	287.5	0	1609.045	3.7685	1.0775	2.828	0.5175	0.0435	0.027	0.029
2590.5	5531.5	81.205	166	111.64	20.8315	467.7	9.935	0.635	446	582	108	1520.5	112.5	21498.5	1231	16.265	55.327	401.5	17.87	4.86	41.75	2.1	1240	2804	76	31	0	1670.76	3.6965	0.826	1.019	0.29	0.002	0.046	0.035
1658.5	2555.5	57.985	179	82.32	19.2575	421.85	12.995	0	488.5	518	59	326.5	17.5	4187	798.5	12.835	20.991	431	10.7	0.85	35	4.5	758.5	2304	0	0	0	1305.57	1.5865	0.379	0.5635	0.3215	0.025	0.055	0.031
1984	3597	127.2	132	75.555	19.9605	465.85	6.315	0	453	472.5	3.5	232	19	1722	938	14.1	15.189	411.5	7.395	0	19.55	4.35	1012	1570	157.5	0	0	3454.2	1.8455	0.455	1.0645	0.2455	0.016	0.0905	0.025
1652	2076.5	79.1	78.5	66.245	8.1215	237.4	13.65	9.81	1381	1419.5	27	449.5	27	194.5	434.5	21.76	21.956	614.5	15.24	4.41	95.85	8.3	1151.5	2239.5	4	43	0	1335.73	4.2115	0.9575	1.375	0.1015	0	0.001	0.0235
1743	2752.5	66.205	162.5	63.62	18.9935	230.2	9.88	0	472	526	19.5	632	34.5	14253.5	791.5	16.025	25.643	594	10	1.365	107.65	4.95	994	2122	0	0	0	1630.94	1.671	0.373	0.6235	0.241	0.0235	0.121	0.032
1165	1731.5	76.345	127.5	37.675	7.5385	126.45	3.095	0	111.5	162.5	133.5	329.5	443.5	0	452	6.9	13.64	216	4.735	0	46.95	4.1	209.5	1267	61	12	0	1237.07	1.238	0.336	0.3525	0.254	0.023	0.119	0.02
1408.5	2120	71.915	200.5	60.71	18.17	269.85	8.815	0.07	212.5	600.5	0.5	4635.5	16	531.5	8773	8.075	16.09	253	4.95	0	75.5	1.8	601	1773.5	80.5	52.5	0	2589.335	0.7415	0.171	0.163	0.2275	0.0205	0.0395	0.0165
1439.5	2786.5	53.675	141.5	62.485	13.9815	139.55	5.195	0	161	190.5	17	337.5	35.5	4529	299.5	9.435	19.386	431	6.515	0	33.2	1	512	1113.5	0	0	0	706.37	1.1795	0.192	0.26	0.374	0.0635	0.0075	0.022
1304	1194	85.025	39.5	50.92	3.6415	209.85	1.31	0	830.5	1123.5	1292	2842	0	0	138	13.06	14.504	492.5	8.55	2.08	28.6	11.75	1417.5	2210	0	0	0	1050.565	3.7395	1.042	1.333	0.0675	0.001	0	0.021
2390	5525.5	123.71	243.5	95.135	23.3155	283.05	8.865	0	265	388.5	31.5	1424.5	80.5	2440	2341.5	15.15	85.722	607.5	11.385	12.75	54.25	4.55	1564.5	2969.5	169.5	65	0	3348.21	2.7425	0.658	0.766	0.356	0.051	0.0065	0.0255
1936	2652	104.61	162.5	101.05	29.173	281.1	9.08	0	424.5	588.5	353	1781.5	26.5	8726	1343	10.56	15.858	392.5	6.93	0	73.1	3.1	806.5	1604.5	221.5	196	0	2055.72	3.145	1.034	1.088	0.3635	0.0185	0.036	0.0165
615	179	68.175	0	31.2	6.045	147	5.4	5.4	555	555	0	0	0	0	0	9.225	6.435	157.5	4.945	2.025	60.75	9	423	660	0	0	0	797.025	1.215	0.345	2.775	0.0825	0	0.0825	0
1735	2254	49.51	179.5	77.855	20.3715	281.85	10.735	0	351.5	385.5	22	344	130	823.5	913	10.79	15.871	276	8.985	0	75.4	2.05	718	1642.5	0	0	0	1808.415	2.31	0.6045	2.731	0.233	0.006	0.03	0.0145
2383.5	3421	160.825	444.5	106.555	21.7965	585.25	16.125	0	402	1856	943	16871	212.5	4077	8621	13.585	32.723	444.5	11.875	0	218.25	6.25	1253.5	5462.5	171	140.5	0	4624.515	2.3665	0.8675	1.6235	0.4155	0.0225	0.0705	0.0335
1616	3273	48.5	296	72.005	13.3165	350.4	7.505	0	355.5	701	807.5	3694	76.5	18102.5	1533	12.69	16.967	426.5	10.485	0	102.3	4	1083	3232.5	252	15	0	2907.085	2.6495	0.6185	0.7075	0.239	0.0285	0.035	0.0215
2125.5	3659.5	110.455	102.5	85.485	22.196	275.8	9.175	2.04	225.5	291.5	66	758	11	7911.5	721	10.26	21.55	334.5	9.49	0.645	45.3	3.4	857	2214.5	44.5	79.5	0	2635.44	1.404	0.2255	0.24	0.412	0.008	0.017	0.0285
2036.5	1487.5	103.22	179.5	71.125	25.1745	316.75	6.865	0	97	124.5	46	268.5	97	125.5	576	6.76	12.2965	365	4.745	0	114.3	1.3	464	1993	337.5	15.5	71.75	1948.05	0.4315	0.102	0.1735	0.2735	0.02	0.018	0.0035
1679.5	2615.5	52.735	185.5	85.45	21.7815	405.15	9.435	0	487	557.5	55.5	754	143.5	0	2420.5	9.595	21.415	357.5	7.15	0	34.7	5	733	1718.5	0	0	0	1881.15	2.266	0.643	0.6995	0.2435	0.0115	0.171	0.02
2301.5	2405	93.755	223	97.73	19.085	506.15	7.485	0	471	479.5	0	84.5	11	0	580	10.15	16.448	285.5	6.475	0	26.7	3.2	633.5	2929	391	108	49.15	3162.125	3.318	0.759	0.8555	0.28	0.101	0.059	0.022
956	1702	55.185	148	26.09	5.686	134.8	3.595	0	24	174.5	475.5	1522.5	94.5	964.5	914	7.095	10.386	251	3.73	0	104.55	0.1	433	1673	16.5	0	0	2279.02	0.257	0.063	0.0605	0.1	0.0055	0.002	0.003
1100	1104	100.765	78	32.15	7.7835	161.3	3.005	0	384.5	396	7.5	127.5	22	812.5	107	3.69	6.3895	126	4.855	0	26.5	5.85	804.5	1629	42	42	0	964.22	0.7675	0.1765	0.1875	0.137	0.007	0.003	0.0075
1640.5	1967	116.105	79.5	50.74	9.0305	224.35	2.49	0	362	370.5	17.5	99.5	7	0	636.5	15.72	29.6355	466.5	13.53	2.825	235.15	4.3	1045.5	2519	3	44.5	0	946.03	1.231	0.257	0.266	0.2825	0.002	0.009	0.0125
2058	3757	110.945	188	75.33	16.857	228.1	21.175	12.735	796.5	834	58.5	388	19	1534.5	272.5	15.225	40.156	804.5	15.645	5.76	95.2	5.05	1575	2534.5	34.5	96	0	3423.445	1.9805	0.52	0.9115	0.25	0.008	0.005	0.014
1568	3324.5	26.405	97.5	87.425	20.4205	306.55	8.82	0	167.5	468	1204.5	3000	9	2139.5	774.5	5.255	24.3745	143	5.2	0	57.75	16.35	517.5	2628	123	0	3.5	2810.815	1.5155	0.312	0.553	1.274	0.1365	0.483	0.085
3156.5	4496.5	116.545	184	155.545	31.7805	432.7	11.7	0	586	738	289	1634.5	93	2687.5	1874	14.225	28.4865	343.5	18.71	0	127.65	1.85	1949	3775.5	354	26.5	0	2595.275	7.5745	1.532	1.4745	0.291	0.001	0.0085	0.033
2956	5047	173.725	315.5	121.395	26.234	230.9	8.985	0	331.5	401	26	803	11	7795.5	1651	15.215	30.489	763.5	11.64	0	91.95	1.75	1329	2628.5	365.5	18.5	0	2212.795	3.971	0.85	2.0265	0.4825	0.0305	0.003	0.024
1784.5	3603	82.515	326.5	59.065	13.9255	462.1	14.315	0	421.5	790.5	150.5	4308.5	31	1029	3065.5	17.905	25.512	759.5	14.505	2.085	101.6	5.55	1075.5	3542	60	79.5	0	4171.63	0.9905	0.254	0.4285	0.1585	0.02	0.142	0.021
1552.5	2689.5	110.15	290	55.495	10.5205	268.6	6.57	0	508	641.5	109	1438	274	8807	4231	7.395	13.337	368	8.215	0	206.9	5.65	1140	2900.5	23.5	0	0	1929.51	2.19	0.5025	0.584	0.1695	0.0045	0.002	0.0185
2596	4543	75.25	304.5	125.04	21.891	395.75	9.97	0	680.5	704.5	5	241	13	1073.5	293.5	15.43	25.4485	635.5	14.02	0	13.45	11.95	2187.5	3353.5	2	22.5	0	1518.92	5.9715	1.3925	1.54	0.3485	0.009	0.0205	0.0345
1749.5	3456	67.945	177.5	86.675	26.708	383.65	7.25	0	824.5	966	391.5	1487.5	80.5	514.5	774.5	10.86	17.545	278.5	10.605	0	103.65	9.65	1380	2716.5	117	0	0	1760.81	1.923	0.4555	0.608	0.2185	0.058	0.1225	0.0225
1816	3585.5	102.265	115.5	65.73	14.84	182.55	4.515	0	238	256.5	1	195	23.5	0	124.5	11.685	19.531	392	6.71	0	9.05	5.2	1244	1812.5	8.5	235.5	0	1206.775	1.87	0.4605	0.5235	0.1075	0.1	0.0165	0.02
2498	3920.5	84.925	286	86.865	23.132	379.8	8.485	0	684.5	717.5	23	369	53	5848	498	22.57	30.378	796.5	11.48	1.22	82.9	5.65	1138.5	3263	66.5	2	11.65	1350.27	2.68	0.6845	0.774	0.3185	0.0485	0.031	0.023
2080	2552	141.55	123	88.545	14.461	390.65	7.835	0	525.5	566.5	26	464	53	750	707.5	12.415	9.764	384.5	8.155	0	36.75	3.75	752.5	1869.5	279	161	0	3827.045	2.7135	0.552	0.553	0.195	0.107	0.0595	0.016
1583.5	2745.5	38.96	134.5	73.445	12.5055	289.55	7.23	0	305	524.5	495.5	2396	2	0	1832	9.875	24.1345	217	12.765	0	8.2	2.55	915.5	1803	6.5	57	0	3049.085	2.586	0.8065	1.4015	0.152	0.033	0.009	0.004
1173	2403.5	51.335	65.5	48.855	15.923	134.75	6.82	0	261.5	277.5	1.5	171.5	8.5	4101	290	8.295	13.315	302	5.78	1.04	50.8	2.5	657.5	1163	0	0	0	2366.635	1.006	0.251	0.284	0.114	0.004	0.05	0.01
2356	3969	28.06	245.5	113.6	19.7045	322.85	4.795	0	233	291	12.5	664	62	6846	401	15.465	28.009	603	14.01	0	40.05	1.4	1778	1939.5	0	0	33.5	6505.745	4.584	0.666	0.9005	0.342	0.0455	0.0065	0.034
1345	1518	100.885	46.5	53.47	8.837	315.1	2.26	0	532.5	666	507.5	1296.5	5	0	248	7.065	9.9555	97	6.665	0	50.95	12.55	1520	2707.5	1	27.5	0	1468.32	2.9955	0.82	0.9435	0.139	0.0045	0.018	0.0265
2769.5	3409	146.46	124	135.615	31.0565	183.3	17.62	7.695	668.5	696.5	14	310.5	24	4300.5	186	13.655	32.232	533	9.4	0	51.35	2.95	894.5	2300.5	553	67.5	0	1724.915	3.974	1.133	1.6155	0.4905	0.0115	0.0055	0.0115
686.5	185	76.63	0	36.105	4.843	162.6	6.525	6.525	624.5	624.5	0	0	0	0	0	12.24	6.813	185	6.865	2.1	81.8	12.35	529	735.5	0	0	0	910.305	1.0265	0.272	2.21	0.0745	0.0745	0.0745	0
2788.5	4040.5	197.36	132.5	115.48	35.137	194.85	13.71	0	70.5	111	60	429	20.5	195.5	238	9.31	25.4225	266	6.66	0	16.85	0.4	353	2035	30	65	0	2039.34	2.8545	0.659	6.295	0.3955	0.015	0.02	0.0085
2634.5	3628	135.11	157	102.07	26.0505	449.6	7.76	0	509	524	16	136.5	19.5	637	403	18.415	30.827	430.5	11.4	0	71.65	7.4	1244	3594	40.5	100	0	1826.615	2.3205	0.5975	0.6655	0.423	0.0225	0.0395	0.0335
3787.5	6548	222.375	438.5	129.395	39.8775	566.8	17.59	0	593	1029	83.5	5203.5	23.5	9957	10649.5	30.845	41.0325	998.5	13.53	1.89	61	5.05	1177.5	4008.5	153.5	171.5	0	3677.82	2.2	0.536	0.626	0.402	0.021	0.0485	0.0275
1441	1977	116.745	166.5	62.225	12.0425	166.4	5.4	0	67	255	71.5	2115	197	3340.5	1195.5	8.39	15.0405	246.5	5.9	0	97.35	0.35	463	1923.5	156.5	23	0	2958.02	1.595	0.361	1.7145	0.2595	0.049	0.0045	0.01
