KCAL	SODI	SUGR	FF	TFAT	PFAT	CHL	ATOC	ATOA	RET	VARA	ACAR	BCAR	CRYP	LYCO	LZ	IRON	NIAC	FDFE	ZINC	B12A	VC	VD	CALC	POTA	CAFF	THEO	ALCO	MOIS	S140	S100	S120	M201	M221	P226	P225
735	277.5	71.725	46.5	26.45	4.9125	134.9	6.29	5.51	437	520.5	59	964.5	18.5	0	941	19.825	10.9095	301	8.24	2.715	69.2	8.25	720	1139.5	0	0	0	1001.58	1.1805	0.327	1.728	0.07	0	0.0455	5e-04
2195.5	2783	82.52	304	105.6	26.4535	249	8.64	0	187	524	1074.5	3494	43	1372.5	906.5	11.68	20.0135	498.5	9.035	0	27.2	1.15	943	2933.5	284.5	123.5	0	2556.505	2.425	0.582	1.6165	0.383	0.0335	0.011	0.022
1711.5	3161	82.265	179.5	77.725	11.2135	379	4.55	0	377.5	474	193.5	679.5	718.5	4803	891.5	11.7	15.3105	355.5	8.745	0	107.1	5.65	1332.5	2235.5	72	0	0	3424.705	3.0605	0.694	0.872	0.265	0.102	0.034	0.033
1018.5	1410.5	95.535	80	14.295	3.8825	141.7	1.4	0	489	509.5	10	251.5	0.5	257.5	177	20.47	18.364	713	7.865	2.29	73.75	5.05	796	1838	0	0	0	2186.59	0.321	0.0885	0.092	0.0495	0	0.0025	0.005
1902	4463.5	72.31	153.5	79.87	18.3525	244.4	7.205	0	354.5	433.5	192.5	857.5	19	1217.5	493.5	11.22	29.3295	331.5	9.51	0	71.55	4.6	1053	2136.5	126	0	0	1445	2.178	0.4655	0.573	0.338	0.011	0.009	0.034
840	2439	7.635	263	47.005	5.862	313.65	5.345	0	96	278.5	46	2141.5	55	0	2238	7.29	24.8735	263	10.28	0	24.8	0.65	343	3542	277.5	6	0	4891.42	0.506	0.095	0.0945	0.089	0	0.019	0.014
1393.5	2081.5	65.225	157	51.87	12.113	283.9	7.25	0	367	408.5	1.5	510.5	16.5	13767	884	10.72	16.972	265	8.49	0	20.25	4.15	765.5	1792.5	6	15.5	0	1078.69	1.3005	0.234	0.2625	0.1635	0.01	0.0355	0.009
1646.5	2295.5	102.35	89	49.295	8.9225	197.25	6.515	2.84	1249	1425.5	711.5	1749	31	0	271	17.38	24.1745	399.5	8.315	2.095	25.45	8.15	1401	1911	0	0	0	1372.68	1.4905	0.337	0.389	0.1775	0.023	0.0135	0.012
1265	2457	34.705	92.5	68.28	13.051	162.5	3.76	0	108.5	124	11	172	4	257.5	174.5	6.53	15.564	212.5	7.225	0	13.9	0.8	483.5	993	0	0	0	854.645	1.941	0.342	1.3715	0.284	0.0135	0.0065	0.0235
1679	4001.5	43.225	115.5	63.285	15.9795	141.75	6.18	0	539.5	693.5	569	1565.5	4	1030	437	16.775	22.189	561	8.09	1.39	31.3	2.45	554.5	1561.5	209.5	0	0	2167.24	1.032	0.249	0.309	0.205	0.0035	0.0355	0.007
3352.5	3829.5	243.95	342	123.01	24.6925	290.9	14.285	0	1030	1090.5	70	579.5	205	1306.5	1380.5	34.775	48.566	1304.5	10.835	7.515	158.95	12.15	2090.5	3941	76	156	0	6035.965	3.9075	1.022	1.1595	0.531	0.0395	0.002	0.017
1401.5	2261.5	76.235	115	39.55	11.028	130.05	5.595	0	497.5	525	17.5	307.5	48	7632	349	14.94	22.488	501	6.355	1.335	54.85	5.25	753	1692.5	0	7.5	0	846.565	0.9965	0.2185	0.2535	0.1395	0.0185	0.003	0.012
1161	3064.5	57.65	173	50.73	8.458	359.6	5.365	0	316.5	621	811	3181	21	21741.5	1526.5	7.765	12.1845	232	7.39	0	148.4	8.1	1171.5	2824.5	0	0	0	2689.25	2.505	0.661	0.769	0.1285	0.035	0.0225	0.017
1922	3444	134.715	363	67.56	24.1805	281.2	12.38	0	20	122	102	657.5	1072	0	1243.5	8.42	40.7415	523.5	7.315	3.185	533.85	1.65	1181	4054	73	14.5	0	6004.825	0.95	0.1505	1.3345	0.2215	0.0095	0.005	0.012
873	523	79.91	15.5	44.33	9.628	215.3	8.82	7.505	703	708.5	2.5	64.5	5	100.5	109.5	15.515	9.2635	263	8.12	2.375	74.35	11.1	870	1081.5	0	0	0	1090.6	1.5915	0.4435	3.351	0.0635	0.0385	0.116	0.002
2148.5	2821	99.88	239	76.575	18.624	492.4	10.635	0	755	977	423	2399	146.5	7833	2721	19.955	49.528	795.5	16.14	2.275	163.8	44.7	1311	4742.5	192	0	0	3328.985	2.585	0.296	0.3425	2.342	3.053	3.4675	0.5145
1888	3718	75.725	143	84.765	19.009	205.25	8.975	0.055	223.5	270	25	560	3	16162.5	427.5	11.925	21.071	583.5	8.335	0	63	1.7	817	1588	2	17	0	957.075	2.0115	0.35	0.484	0.2915	0.0415	0.059	0.0235
1849.5	3143.5	66.44	593.5	83.175	22.279	185.5	15.045	2.36	184	1780	56.5	19110.5	41	7147	26455	20.265	18.4165	676	10.25	0	183.65	0.35	1178	4261.5	207.5	0	0	2505.115	1.918	0.4035	0.3905	0.1385	5e-04	0	0.0015
3396	5956.5	124.205	272.5	172.005	56.37	612.25	13.795	0	428.5	816.5	33.5	4588	102	3770.5	2185	18.2	36.968	481.5	15.1	0	44.3	3.75	890.5	4821.5	416	12.5	0	3815.43	3.095	0.733	1.32	0.665	0.1065	0.072	0.045
2513	3683.5	100.265	259	83.895	22.1705	501.1	10.865	0	339.5	598.5	1021.5	2604	42.5	11601.5	1491	16.48	25.1865	604	11.855	0	69.25	2.5	867.5	3168.5	38.5	0	0	2001.795	1.695	0.3235	0.384	0.199	0.008	0.057	0.0125
1698	1541	54.575	285.5	36.785	10.899	266.4	2.515	0	32.5	39.5	13	59.5	38.5	0	59	5.4	24.908	403.5	3.12	0	43.1	1	472.5	1563	32.5	3	97.2	1901.81	0.498	0.1145	0.908	0.1805	0.037	0.0055	0.009
1394.5	2017.5	101.93	79.5	43.56	9.5285	254.25	3.865	0	639	643.5	0.5	61.5	8.5	0	337.5	9.76	19.066	259	6.305	0.605	103.6	4.25	824	1946	7.5	92.5	0	1450	1.459	0.4015	0.464	0.147	0.008	0.022	0.016
1544	2888.5	57.34	158.5	69.705	7.9215	217.35	2.87	0	289.5	306.5	0	197.5	3.5	3566	237.5	11.795	17.859	417	10.545	0	2.35	1.5	1028.5	1003	30	19.5	0	583.445	3.0495	0.573	0.661	0.205	0.0185	0.018	0.0305
1610	1942	131.26	93	53.945	10.4145	167.55	5.03	0	153.5	162.5	0	92.5	8	2398.5	68.5	5.99	12.57	266.5	6.27	0	7.05	1	251.5	1152	211	0	22.35	2408.795	1.504	0.34	0.4005	0.226	0.007	0.0055	0.014
721	1136	62.145	40	32.885	14.139	53.75	2.095	0	95.5	166.5	1	846	12	923	438	4.94	6.288	471	3.95	0	6.6	0.75	448.5	443	0	0	0	2925.185	0.639	0.172	0.339	0.0945	0.023	0.0025	0.005
1531	2213.5	91.245	83.5	62.935	16.9295	191.8	4.15	0	645.5	661	31	148.5	34.5	0	337.5	17.78	18.6285	659	7.805	1.01	83.3	6.25	1192.5	2215.5	0	0	0	1472.82	1.7435	0.4455	0.5105	0.248	0.024	0.007	0.019
2402.5	4589	72.695	151.5	113.47	28.64	361.65	7.585	0	589.5	665	117.5	837	51.5	4191	541.5	11.785	25.981	638	12.18	0	28.2	1.25	791	1752	17	50	0	1694.295	4.181	1.028	1.1875	0.404	0.014	0.126	0.0545
1762	3338	101.68	176.5	56.26	11.5555	360.1	4.905	0	451	663.5	123.5	2399	180.5	20569.5	1244	14.795	22.2555	636.5	10.44	0.83	104	8.25	1458	3505.5	0	0	0	2432.235	2.1955	0.568	0.669	0.2075	0.0315	0.099	0.03
1705.5	3090	73.585	157.5	69.9	19.165	251.3	9.485	1.71	92	182.5	42	1016.5	106.5	21678.5	1032.5	12.905	20.576	502.5	8.705	0.225	25.05	0.95	835	1620.5	16.5	16.5	0	890.51	1.372	0.292	0.81	0.2265	5e-04	0.0095	0.0185
1423.5	2256	64.63	150	66.205	13.414	328.95	5.815	0	333	384	33	590	20	4030.5	510.5	6.405	17.559	218	7.045	0	17.95	7.3	804.5	2177	278.5	28.5	0	1850	1.8745	0.438	0.644	0.4175	0.0495	0.1365	0.0375
979.5	1624	37.555	90	48.26	5.891	324.95	3.395	0	568	1247.5	59.5	8125	34.5	5303	523	6.09	8.065	116	8.16	0.3	23.65	4.95	971.5	1794.5	117	0	4	2730.315	2.3095	0.529	0.6505	0.1075	0.001	0.0435	0.014
1798.5	3114	102.55	192	79.23	18.798	334.6	5.5	0	255.5	318.5	35	744	37.5	3340	988.5	9.7	15.1975	475.5	8.57	0	32.8	2.9	839.5	1908	164	0	0	2905.44	1.495	0.2705	0.364	0.2865	0.0255	0.0345	0.018
1844	2389.5	215.525	59.5	68.625	20.9445	277.25	6.315	0	432.5	450.5	0	176.5	5.5	902.5	324	7.675	9.61	157.5	7.09	0	4.35	6.15	737	1289.5	202.5	46.5	0	2126.305	1.248	0.241	0.273	0.2375	0.022	0.0325	0.0115
1328.5	1704	82.805	112.5	45.075	12.867	156.05	5.735	0.315	303	335	1.5	359	32	7299	224	7.32	17.0725	368	5.835	0.695	47.4	5.25	605.5	1974	0	0	0	759.42	0.984	0.2185	0.6015	0.227	0.0175	0.0465	0.0295
3450.5	5322	199.425	274	158.79	32.6685	524.55	11.33	0	765	862.5	244	1017.5	34.5	5462.5	767.5	18.24	31.339	571.5	15.04	0	34.6	4.25	1623	3063.5	157.5	65	0	2292.535	5.752	1.3215	2.1095	0.4905	0.0195	0.044	0.045
2368.5	3575.5	100.705	206.5	98.395	21.711	288.75	8.525	0	191	231.5	32.5	373	172.5	2320	381	24.72	35.457	1275.5	15.885	0	151.75	2.6	1093	2909	8	69	0	1855.27	2.6385	0.498	1.598	0.347	0.014	0.004	0.033
974.5	998.5	101.165	68	18.95	3.1945	109.15	2.3	0.04	263	322.5	7.5	629	143.5	10648.5	241	6.705	11.785	192	3.3	0.57	85.4	1.9	576.5	1417	3	78.5	0	849.19	0.4825	0.1265	0.4415	0.037	0	0.0045	0.0025
2041.5	3687.5	59.17	110.5	76.86	20.728	239.65	5.27	0	196.5	410.5	706	2166.5	68	1832	593.5	11.655	23.5165	409.5	9.83	0	15.1	2.65	884.5	1772	83	8.5	49.1	5764.75	2.07	0.409	1.2365	0.439	0.0475	0.0075	0.018
1172.5	1672	63.435	96	60.34	12.2505	310.9	4.415	0	203.5	290.5	0	1034.5	22.5	0	500.5	7.98	10.779	167	9.165	0	47.45	2.3	453	882.5	19	94.5	0	6075.27	1.035	0.142	0.1645	0.245	0.005	0.0475	0.0135
1738.5	1991	141.09	80	73.62	14.636	197.65	4.44	0	561.5	633	146	777.5	72	6550	410	7.23	16.4525	349	7.32	0.695	66.25	6.1	1112	2279	4.5	55	0	1680.315	2.012	0.493	1.078	0.17	0.0105	0.0065	0.012
1384.5	2245	99.78	282	48.32	10.045	175.9	5.18	0	114.5	856	579	8592.5	3	1418	9633	8.525	12.442	309	8.51	0	317.9	0.7	544	2252.5	112	0	0	4395.72	1.697	0.3495	0.374	0.1315	0.0035	0.002	0.0125
4316.5	5355.5	323.375	236	157.835	36.208	528.65	17.585	0	809	880	10	832.5	7.5	20532.5	570	17.64	109.615	659.5	16.705	18.86	23.05	7.85	1671	4518.5	505.5	159.5	0	3496.795	4.4565	1.076	1.1755	0.644	0.032	0.2505	0.0345
1704.5	1430	140.305	201.5	64.93	21.2755	220.35	12.385	0	46	213	455	1683.5	199	0	2022	7.5	22.6125	236.5	5.51	0	123.55	0.2	364	2947.5	17	0	15.25	2575.225	0.2875	0.105	0.143	0.3015	0.017	0.009	0.011
1321.5	1613.5	96.655	55	51.585	9.779	373.25	4.215	0	527.5	560.5	76.5	351	15.5	933.5	502	6.67	8.882	159	7.365	0	71.55	11	1441.5	2416.5	10	42.5	0	1443.36	2.0435	0.5505	0.6325	0.1465	0.001	0.04	0.0195
875.5	1021	56.89	92.5	15.5	5.859	182.5	2.795	0.035	251.5	274.5	5	290.5	6.5	4658	573.5	12.075	16.011	292.5	5.095	4.285	75	4.85	701.5	1637.5	0	0	0	1116.22	0.061	0.001	0.0045	0.0625	0	0	0
1807.5	1792.5	117.53	179	53.105	12.7755	139.4	6.49	0	661	674.5	13.5	132.5	52.5	1043.5	279.5	24.01	23.1345	1111	14.42	3.625	53.25	4.1	777.5	1912	20	0	0	1347.385	1.5675	0.422	0.461	0.1955	0.0045	0.001	0.008
1702.5	3105	64.04	91.5	68.7	15.028	239.7	5.775	0.03	215.5	244.5	39.5	293	42.5	3673.5	798.5	14.545	23.8975	565	8.81	1.185	46.65	2.9	505	1689	72	0	0	1851.065	1.35	0.295	1.2875	0.174	0.009	0.0375	0.01
2785.5	3708.5	113.29	115.5	44.88	5.4265	290	3.61	0	22.5	117.5	176	1019	90	1352	1155	13.765	24.593	420	14.915	0	70.4	0.65	287	2743	82	0	122.05	2673.535	0.6705	0.0395	0.037	0.1345	0	0	0.0125
2538	5345	131.435	206	109.325	23.414	361.6	7.86	0.12	276	342	51	722.5	77	3685.5	533	16.955	21.463	481.5	11.485	0	91	3.3	837	2129.5	20	25	0	1116.86	2.4185	0.5075	0.5905	0.5415	0.01	0.055	0.038
814.5	411	73.265	7.5	40.035	9.367	189.55	11.665	11.43	702	726	69	254.5	2.5	0	1005	14.19	10.887	223	7.19	2.34	97.9	11.7	863.5	1050	0	0	0	1123.63	1.56	0.4615	3.737	0.0595	0.013	0.1425	0
2222	4587.5	103.505	157.5	85.755	25.3705	211.45	7.53	0.025	745	801	25	650.5	34	7985.5	661.5	19.44	31.6025	617	11.82	0	97.9	2.1	1396	2004.5	0	0	0	1432.17	2.6315	0.607	0.704	0.287	0.038	0.0085	0.0175
2315.5	3528	75.315	131	106.41	28.553	242.85	3.89	0	825	849	21	236.5	59.5	0	687	27.69	32.366	986	6.135	5.5	28.75	10.05	1057	1451	84	0	4.8	1902.235	4.0675	1.1655	1.302	0.2725	0.0555	0.0155	0.026
3238	7411	90.83	220	140.18	33.3	415.1	10.335	0	375.5	516	80.5	1643.5	7.5	1755.5	2305	18.56	44.3885	740.5	11.825	0	133.35	2.25	1030.5	2538.5	0	0	0	2552.065	2.7665	0.6345	0.741	0.5965	0.049	0.0225	0.031
2563.5	5026.5	123.385	170	108.95	27.0185	395.65	27.58	19.17	1147.5	1169	0	266.5	8	2059	562.5	15.6	38.0435	799	12.65	2.845	99.6	7.3	1633	2718.5	21	48.5	0	1805.19	2.539	0.6755	0.738	0.457	0.0045	0.0645	0.027
2360.5	3650.5	113.78	209.5	108	17.4905	349.7	10.26	0	544.5	840.5	90	3447.5	108.5	354.5	6093.5	11.215	21.338	595	11.05	0	129.2	8.4	1371.5	2902.5	33.5	26	0	2145.485	3.728	0.8295	0.972	0.276	0.132	0.0175	0.03
1517.5	1787	67.38	122	59.58	12.6945	215.7	4.1	0	454	513	12.5	695.5	9.5	0	600.5	11.965	13.6075	425.5	9.865	1.05	35.55	3.85	894	1246	1.5	27.5	0	665.115	2.287	0.5875	0.675	0.1365	0.0015	0.025	0.02
621.5	771	20.565	69	30.39	8.0685	98.9	5.285	0	95	119.5	118.5	180	109	0	493.5	3.43	6.9325	136.5	2.505	0	50.35	0.65	242	854	0	0	0	1243.575	0.4015	0.112	0.121	0.1395	0.0035	0.01	0.006
627.5	971.5	23.815	106.5	23.15	5.8925	164.75	5.42	0	17.5	161.5	595	1399	68	0	759.5	2.955	11.9475	124	2.575	0	109.5	0.35	120.5	1428	0	0	0	650.36	0.0705	0.012	0.005	0.148	0.005	0.04	0.0155
1572	3319	96.04	100	42.785	5.3685	210.1	1.965	0	1190.5	1208.5	4	203	33.5	0	470	25.69	31.7105	852	8.665	5.355	64.6	9.65	1537.5	1846	1.5	53.5	0	2058.94	2.1625	0.5085	0.58	0.101	0.003	0	0.0145
1368.5	2542	51.345	357.5	52.145	11.449	262.6	6.75	0	415	1113	163.5	8220	97	6878.5	13305.5	14.85	16.269	654.5	6.595	1.005	99.3	2.9	756.5	3289	135	0	0	1742.715	1.894	0.4955	2.598	0.1525	0.0085	0.032	0.0085
2227.5	3475	134.485	151	82.53	19.6025	233.1	8.905	0	434.5	485.5	5.5	545	80.5	10840	502.5	20.27	30.352	679	10.21	2.355	33.5	6.65	1298	2323.5	6.5	232	0	2993.665	2.1805	0.539	1.0015	0.3945	0.062	0.008	0.0225
1525.5	1885.5	105.98	125.5	43.745	10.7825	274.2	6.51	2.285	485	501.5	11.5	201	3	1216	260.5	10.475	26.244	382.5	8.44	1.025	68.7	3.55	630.5	2011	100	12.5	0	2381.66	1.478	0.3995	0.4205	0.115	0.0025	0.0595	0.026
1950.5	3269	81.215	280	85.38	21.215	163.7	8.77	0	235	873.5	2930.5	6193.5	6.5	11868.5	1575	13.035	15.692	433	7.1	0	95.75	2.3	869.5	2500	29	3	0	2766.78	2.423	0.64	3.209	0.208	0	0	0.0055
1412	2144	76.03	112	62.375	16.9455	172.05	5.84	0	119	123.5	4.5	55.5	10.5	0	254	8.755	15.9995	235.5	4.75	0	6.95	1.4	338.5	1319.5	291	35	0	1246.455	0.777	0.22	0.594	0.2195	0.0135	0.0425	0.0035
901.5	914	70.13	20	38.99	5.058	182.5	2.565	1.185	643.5	651.5	9.5	63.5	15.5	0	239	8.05	9.47	228	7.94	0.975	19.65	10.9	1259	1573	5.5	0	0	922.045	2.4395	0.6545	1.507	0.103	0.0015	0.003	0.015
1214	2302.5	40.165	81	48.665	19.608	186.35	3.82	0	200	242.5	173.5	419.5	18	221.5	1043.5	12.045	18.058	364.5	6.555	0.755	50.9	3.2	606.5	1168	1	7	0	2400.67	0.3535	0.0745	0.0935	0.181	0.0255	0.0215	0.013
3067.5	5512.5	143.685	249.5	102.67	20.0875	621.2	8.195	0	456.5	942	1068.5	5137.5	300	18664	1519.5	19.17	43.243	894.5	14.62	0	75.65	5.9	980.5	3331.5	0	0	0	2631.92	3.207	0.7815	0.8845	0.271	0.0045	0.0485	0.041
2069	2162	108.545	292	89.255	37.596	346.15	15.825	8.6	663	1910.5	5451	12230.5	60	275.5	1032	24.69	29.079	1584.5	8.255	10.9	90.75	13.25	950.5	3173.5	58.5	0	0	2503.575	1.893	0.583	2.8665	0.2235	0.003	0.1855	0.0935
1083.5	2605	35.085	122.5	35.085	10.069	159.95	2.7	0	82	119.5	29	392.5	31	1377.5	2755.5	9.71	18.778	339.5	5.285	0	50.1	0.65	544	1908	65	3	0	2036.34	0.758	0.2095	0.195	0.121	0.007	0.0065	0.0135
1166	1549.5	76.685	99	42.165	8.354	220	3.91	0	841	862.5	32	243	40	2263	419.5	10.83	15.0215	466	9.935	1.2	24.7	9.95	1388	2323	0	0	0	1311.54	1.646	0.42	0.487	0.2015	0.0145	0.0015	0.0115
2588.5	3068.5	118.6	155	98.63	23.565	354.9	9.64	1.69	428.5	456.5	134	275.5	11	2412.5	303	13.99	29.3085	585.5	11.835	0.755	99.45	3.75	915.5	3146	0.5	11.5	0	2987.655	2.437	0.5325	0.545	0.453	0.026	0.068	0.0295
661.5	178	73.93	5.5	33.75	6.5475	153.3	8.745	8.68	567	607.5	186.5	395.5	0	0	7	12.36	6.6185	182	6.43	1.95	80.2	9.45	504.5	776	0	0	0	896.59	1.3645	0.3635	2.953	0.0855	0.0855	0.0855	0
3404.5	4797.5	208.395	263.5	128.3	27.8305	401.5	10.27	0	1201	1291.5	25	1022.5	92.5	14847	1849	38.475	59.0825	1246.5	14.545	6.515	57.5	9.8	1322.5	2845.5	88	71	0	2864.48	4.118	1.004	2.075	0.8395	0.024	0.018	0.038
947	2164	15.195	143	40.02	5.393	224.1	4.67	2.15	203	375.5	8	2051.5	14.5	5964.5	2983.5	9.57	14.0505	215.5	7.94	0.34	25.75	1.95	475.5	2155.5	27	0	0	2907.96	1.518	0.302	0.3785	0.092	0.0015	0.011	0.016
1438.5	1714.5	146.065	64.5	36.13	6.8755	154.25	4.61	0	67.5	122	73.5	630.5	11.5	14962.5	693.5	7.675	15.537	276.5	6.695	0	271.55	1.1	629.5	2052	123.5	0	0	3054.405	1.108	0.1595	0.2095	0.1015	0.013	5e-04	0.009
1950.5	3404	88.655	235	79.585	20.403	426	11.405	0.02	391	564	104	1939.5	175.5	2171	3452.5	17.785	31.6585	462	9.86	0	110.35	2.6	627	2304	0	0	0	1886.065	1.6	0.4565	0.5965	0.2515	0.0105	0.038	0.023
727	249	71.06	1	38.64	9.094	112.7	11.55	11.55	968	968	0	0	0	0	0	14.65	14.546	310	8.86	2.98	104.9	12.3	781	1003	0	0	0	842.2	1.992	0.848	5.28	0.08	0	0.128	0
2315.5	6813	86.635	150	126.195	40.5105	343.4	6.605	0	206	296.5	84	1016	23	5838	649	19.375	28.8095	318	10.17	0.82	46.65	4.85	982	2567.5	75	0	0	1950.975	1.5155	0.404	0.5175	0.643	0.172	0.0165	0.037
1952.5	2545.5	130.58	99.5	89.845	23.5155	207.7	5.615	0	267	283	5.5	160.5	66	2069	320	8.7	13.0475	270	10.07	0	50.1	2.9	1019.5	1325.5	67.5	33	0	2095.305	2.398	0.4925	0.621	0.304	0.0065	0.016	0.019
694.5	907.5	52.8	114	25.29	2.3905	211	2.405	0	241.5	271	25	324.5	32.5	3601.5	338.5	5.61	5.6215	121.5	4.845	0	116.25	0.75	384	1561.5	141.5	87	0	1768.715	1.4175	0.335	0.552	0.0465	0.0315	0.022	0.0085
2621	2834	284.185	167.5	79.465	19.2885	479.1	7.615	0	295	502.5	803.5	1944	236.5	1748	1044	12.4	20.143	365.5	8.29	0	42.15	3.5	820.5	3344	87.5	19.5	3.6	1528.685	1.7165	0.366	0.4225	0.371	0.014	0.087	0.024
1343	2083	67.41	139.5	53.295	12.358	436.1	4.755	0	631	831.5	738.5	2004.5	16.5	396.5	1215	16.08	14.3075	594.5	7.93	1.51	55.4	7.85	871	1682	0	0	0	935.64	1.9955	0.561	0.6225	0.156	0.0085	0.119	0.0255
1553	4300.5	82.545	167	61.67	14.1295	240.4	6.71	0	118.5	351	313	2531	194	13253	1288	10.785	22.1235	351	7.41	0.015	148.2	0.85	475.5	2236	16.5	0	0	1994.8	0.658	0.116	0.1195	0.2455	0.021	0.01	0.013
2081.5	3295	141.38	170.5	88.41	25.655	181.1	19.02	8.785	596	861	150	3031.5	188.5	3594.5	1847	15.585	22.9725	558.5	11.74	2.08	55.7	5.4	1024.5	2038.5	9	72	0	1797.955	2.288	0.7195	0.726	0.343	0.0195	0.0035	0.004
2339.5	2785	167.545	254.5	85.21	19.329	337.2	7.76	0	382	564	201.5	2034.5	115	7521	1117.5	15.585	19.7955	504.5	9.56	0.615	103.45	5.2	1246.5	3211	69.5	0	11.7	2357.155	2.111	0.523	0.5995	0.119	5e-04	0.0485	0.0185
2718.5	5205.5	180.03	120	125.38	18.4695	354.9	6.44	0	372	385.5	8.5	151.5	20	1385.5	409	16.065	26.305	385.5	12.265	0.745	51	6.1	959.5	2596	140	0	0	3183.41	3.1375	0.5435	0.566	0.68	0.2085	0.0425	0.0565
1375	3578.5	42.005	79.5	83.27	9.865	167.7	4.42	1.595	330	493.5	18	1957	8	24.5	4383	6.765	9.9905	199	11.715	0.17	22.9	1.2	1629	965.5	4.5	49.5	0	1448.99	6.844	1.221	1.1175	0.061	0	0.005	0.0065
2216.5	3022	139.07	131	86.325	13.509	286.2	6.935	0	548	591	44	383	181.5	5791.5	309	11.4	24.698	521.5	7.48	1.18	48	17.25	932	2169	17.5	173	0	1603.965	3.7335	0.878	1.5915	0.6005	0.0495	0.35	0.061
2897	7290.5	210.96	265	151.06	32.972	651.15	19.325	0	555.5	752.5	295.5	2175.5	91	19656.5	1594.5	17.755	20.8555	391.5	9.7	0	208.75	5.4	944.5	3121	172	531	0	2684.77	3.178	0.8555	1.241	0.49	0.026	0.095	0.034
2566	3632.5	154.745	121.5	91.565	17.124	338.7	6.02	0	181	220	21.5	444	66	3074.5	668	15.655	22.6005	464	13.6	0	32.2	6	545.5	2912.5	2	66.5	0	1826.055	1.843	0.379	0.526	0.456	0	0.0145	0.005
2260.5	3571	109.75	239	104.995	24.847	376.5	6.2	0	657.5	703.5	29	496	77.5	5683	526.5	14.77	20.314	694	13.675	0.92	87.3	6.55	1590.5	2406	16.5	0	0	1314.52	3.6885	0.8265	0.939	0.346	0.0155	0.0335	0.0415
1943.5	1958	98.585	473.5	51.87	16.7085	266.7	9.45	0	656	967.5	949.5	3243	26.5	402.5	2044.5	21.68	16.1815	680	6.705	0	122.3	1.5	926	2715	55	2	16.75	3820.08	0.6575	0.1745	0.522	0.1645	0.0035	0.0355	0.005
500	1507.5	15.475	29.5	20.475	3.043	16.2	2.935	0	27	30	1	36	0	484.5	29	3.635	4.253	96	1.305	0	6	0.1	188.5	430	0	0	0	1245.305	0.6195	0.0875	0.0855	0.059	0.0015	0	0
1855.5	5665	90.305	245.5	46.005	14.334	500.6	8.065	0	386.5	783	1608	3782.5	320	1917.5	1922.5	10.975	18.347	611.5	7.535	0	226.2	7.75	837	3676.5	6	99	0	2102.63	0.6715	0.1675	0.177	0.1695	0.007	0.57	0.0865
2484.5	5110.5	85.09	222.5	100.415	18.15	512.05	11.985	0	262	376.5	8	1369	18.5	30984	1078.5	19.32	31.5565	802.5	11.625	0	18	3.45	1118	2337	0	6	0	2242.03	2.729	0.573	0.6495	0.444	0.1205	0.054	0.0385
1499.5	3489.5	51.35	146.5	58.76	13.194	358.25	4.495	0	74	998.5	65.5	11053.5	7.5	5728.5	1128	11.06	26.658	282.5	12.905	0	32.6	1.45	457.5	2653	299	10.5	7.45	2596.205	0.851	0.0825	0.0685	0.326	0.1405	0.0055	0.0255
2664	4318	52.345	152.5	122.765	23.9055	418	8.5	0	372	412	33	453	43	3103.5	1149	10.27	19.941	425.5	9.16	0	64.05	2.5	681	1658	51.5	2.5	63.1	4103.78	6.03	1.7505	10.093	0.3625	0.023	0.054	0.0135
2212.5	3355.5	132.2	144.5	66.55	14.118	339.1	5.335	0	599	794	539.5	2074.5	1	0	595.5	17.985	30.278	739.5	18.735	2.515	62.95	6.75	1185.5	2608.5	86	69.5	0	3106.425	1.396	0.2695	0.9325	0.288	0.0705	0.1175	0.0305
3982	7361	69.345	359	134.84	37.255	805.55	12.74	0	361	576	708	2222.5	34	1775	1456.5	20.825	52.894	682.5	16.1	0	39.75	3.6	843.5	4059.5	576	0	66.1	5964.935	2.2865	0.506	2.58	0.498	0.0575	0.0765	0.0375
2490.5	3258.5	96.97	127.5	132.775	34.7775	313.1	10.845	0	357	387	16.5	358.5	14.5	496	376.5	10.845	21.1165	277.5	9.03	0	7.2	2.55	648.5	1437	0	0	35.05	2740.31	2.478	0.5695	0.618	0.3995	0.0675	0.029	0.0225
2030.5	3769.5	70.665	269.5	54	11.3895	339.55	8.75	0	111.5	449.5	1096	3426	146	22246	1643.5	15.145	29.3295	786	12.595	0	158.75	1.65	649.5	3370.5	0	0	0	5013.855	1.185	0.2805	0.4655	0.244	0.021	0.0225	0.01
3320.5	5544	150.03	226.5	142.73	20.375	292.2	8.96	0	671	751	27.5	906	44	16246.5	1246.5	25.39	37.117	856	15.395	1.765	28.5	3.5	1769	2637.5	0	0	0	1317.92	6.647	1.253	1.395	0.4735	0.012	0.014	0.036
1786.5	3618	84.49	81.5	92.715	32.701	293.65	7.77	0	414.5	434	10.5	207.5	36.5	5771.5	391	6.175	18.1975	118	7.995	0	11.85	5.2	784	1881	29.5	78.5	0	1338.495	1.471	0.349	0.3695	0.293	0.0395	0.0145	0.0105
689	1556.5	31.915	87.5	22.01	5.715	87.5	1.915	0	45.5	80	92	360	0.5	3233	173.5	5.195	9.2615	197.5	3.455	0	6.5	0.2	241	913.5	191	5	0	1232.725	0.506	0.124	0.3075	0.0755	0.004	0.0015	0.0035
